source_url,source_name,sportsbook,retrieval_timestamp,nfl_week,game_date,player,position,team,opponent,stat_category,line,over_price,under_price
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Dak Prescott,QB,DAL,BAL,QB passing yards,266.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Jared Goff,QB,DET,NYJ,QB passing yards,256.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Joe Burrow,QB,CIN,PIT,QB passing yards,251.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Tyler Shough,QB,NO,LV,QB passing yards,248.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Matthew Stafford,QB,LAR,DEN,QB passing yards,244.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Josh Allen,QB,BUF,LAC,QB passing yards,243.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Lamar Jackson,QB,BAL,DAL,QB passing yards,239.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-24,Jordan Love,QB,GB,ATL,QB passing yards,226.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Trevor Lawrence,QB,JAX,NE,QB passing yards,224.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Justin Herbert,QB,LAC,BUF,QB passing yards,217.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Aaron Rodgers,QB,PIT,CIN,QB passing yards,219.5,-112,-112
